Productname,price,Ratinf,Delivery,Savings
HP Pavilion 14 AMD Ryzen 5 14 inches FHD IPS Micro-Edge Anti-Glare Display Laptop (8GB/512GB SSD/Backlit KB/Alexa/B&O Audio/Fast Charge/720p Camera/Windows 11 ready/3D Metal Design/1.41kg/14-ec0035AU),"56,750",4.1 out of 5 stars,"Saturday, February 19","₹56,750₹56,750 ₹63,999₹63,999  Save ₹7,249 (11%)"
"Dell 15 (2022) i3-1115G4, 8GB / 512GB SSD, Win 11+MSO'21, 15.6"" (39.61 cms) FHD Display, Platinum Silver (D560656WIN9S, Inspiron 3511)","48,020",5.0 out of 5 stars,"Tomorrow, February 15","₹48,020₹48,020 ₹61,447₹61,447  Save ₹13,427 (22%)"
"(Renewed) Dell Intel Core i5 4th Gen 14.Inch(35.6 cms) (1366 x 768)HD TOUCHSCREEN Laptop (8GB RAM/256GB SSD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics /1.18Kg,Black) Latitude E3340","34,999",,"Wednesday, February 16","₹34,999₹34,999 ₹1,40,000₹1,40,000  Save ₹1,05,001 (75%)"
"(Renewed) MI Mi Notebook Horizon Edition 14 Intel 10th Gen Core i7 14-Inch (35.56 cms) 1920x1080 Thin and Light Laptop (8 GB/512 GB SSD/Windows 10 Home/NVIDIA GeForce MX350/Grey/1.35 Kg), XMA1904-AF","51,999",3.3 out of 5 stars,"Tomorrow, February 15","₹51,999₹51,999 ₹59,990₹59,990  Save ₹7,991 (13%)"
"Dell 15 (2021) i3-1115G4, 8GB, 256GB SSD, Win 11 + MS Office'21, Integrated Graphics, 15.6"" (39.62 cms) FHD Display, Platinum Silver Color (Inspiron 3511, D560649WIN9S)","43,360",4.7 out of 5 stars,"Saturday, February 19","₹43,360₹43,360 ₹57,095₹57,095  Save ₹13,735 (24%)"
"Dell 15 (2021) i5-1135G7, 8GB, 256GB SSD, Win 11 + MS Office'21, Integrated Graphics, 15.6"" (39.62 cms) FHD Display, Carbon Black (Inspiron 3511, D560662WIN9BE)","56,190",4.0 out of 5 stars,"Tomorrow, February 15","₹56,190₹56,190 ₹71,578₹71,578  Save ₹15,388 (21%)"
HP 240 G8 (53L43PA) Laptop (Intel Core I3/ 10th Gen/ 8GB RAM/ 512GB SSD/ Windows 10 Home/ 14 Inch/ 1 Year Warranty) Black,"43,675",3.9 out of 5 stars,"Tomorrow, February 15","₹43,675₹43,675 ₹47,916₹47,916  Save ₹4,241 (9%)"
"Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i5 15.6 inches FHD Thin and Light Business Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/Arctic Grey/1.65Kg), 82H801CWIN","58,100",4.0 out of 5 stars,"Saturday, February 19","₹58,100₹58,100 ₹79,000₹79,000  Save ₹20,900 (26%)"
"Dell 15 (2021) Intel i5-10200H 15.6 inches FHD 120Hz 250 nits Display Gaming Laptop (8Gb RAM, 512Gb SSD, NVIDIA GTX 1650 4GB Graphics, Windows 10, Ascent Solid Color, G15 5510, D560451WIN9A), 2.44kg","71,890",5.0 out of 5 stars,"Tomorrow, February 15","₹71,890₹71,890 ₹77,852₹77,852  Save ₹5,962 (8%)"
"Acer Aspire 5 A514-54 Thin and Light Laptop | 14"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |1TB HDD | WiFi 6| Win 11 Home | HD Webcam | Pure Silver | 1.45kg","46,990",4.1 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹66,999₹66,999  Save ₹20,009 (30%)"
"HP 15 Ryzen 3 3250U- 8GB RAM/256GB SSD Thin & Light 15.6 inch(39.6cm) FHD Laptop/Windows 11 Ready /Radeon Graphics/MS Office/1.69 kg), 15s-gy0501AU","39,490",4.2 out of 5 stars,"Tomorrow, February 15","₹39,490₹39,490 ₹46,055₹46,055  Save ₹6,565 (14%)"
"HP Chromebook 14 Intel Celeron N4020-4GB SDRAM/64GB eMMC + 256GB Expandable Storage 14inch(35.6 cm) Thin & Light Touchscreen Laptop (Chrome OS/B&O/Google Assistant/BL Keyboard/1.46 kg),14a-na0002TU","27,390",3.8 out of 5 stars,"Tomorrow, February 15","₹27,390₹27,390 ₹29,741.50₹29,741.50  Save ₹2,351.50 (8%)"
"Acer Aspire Vero AV15-51-5155 Green Laptop | 15.6"" FHD IPS Display | 11th Gen Intel Core i5-1155G7 | 8GB DDR4 | 512GB SSD | Wi-Fi 6 | PCR Materials | Windows 11 Home | Fingerprint Reader | MS Office","57,990",5.0 out of 5 stars,"Friday, February 18","₹57,990₹57,990 ₹79,999₹79,999  Save ₹22,009 (28%)"
"Lenovo IdeaPad Slim 3 Intel Celeron N4020 15.6 inches HD Business Laptop (4GB/256 GB SSD/Windows 10 Home/MS Office/Platinum Grey /1.7 Kg), 81WQ0099IN",,4.0 out of 5 stars,,
"Dell Vostro 3400 14 inches FHD Display Laptop (Intel i3-1115G4 / 8GB / 256GB SSD / Integrated Graphics / Windows 10 + MSO / Black) D552190WIN9BE, 1.59kg","42,690",3.8 out of 5 stars,"Friday, February 18","₹42,690₹42,690 ₹43,239₹43,239  Save ₹549 (1%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB GTX 1650 Graphics/B&O Audio/Flicker Free Display/Windows 10 Home/MS Office/2.48 Kg), 16-e0075AX","64,990",4.3 out of 5 stars,"Tomorrow, February 15","₹64,990₹64,990 ₹78,035₹78,035  Save ₹13,045 (17%)"
"Dell Vostro 3400 14"" FHD Display Laptop (i5-1135G7 / 8GB / 512GB SSD / Nvidia 2GB MX330 Graphics / Win10 + MSO / Dune Color) D552183WIN9DE","63,090",4.1 out of 5 stars,"Thursday, February 17","₹63,090₹63,090 ₹68,928₹68,928  Save ₹5,838 (8%)"
"ASUS ROG Zephyrus G14 (2021) 14-inch (35.56 cms) FHD 144Hz, AMD Ryzen 7 5800HS, GTX 1650 4GB Graphics, Gaming Laptop (8GB/1TB SSD/Office 2019/Windows 10/White/1.6 Kg), GA401QH-HZ077TS","79,990",5.0 out of 5 stars,"Tomorrow, February 15","₹79,990₹79,990 ₹1,36,990₹1,36,990  Save ₹57,000 (42%)"
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 15.6 inches FHD Business Laptop (8GB/256 GB SSD/UHD Graphics/Windows 10 Home/MS Office/Platinum Grey/1.7Kg), 81WB012DIN","39,600",4.3 out of 5 stars,"Saturday, February 19","₹39,600₹39,600 ₹59,000₹59,000  Save ₹19,400 (33%)"
Dell Vostro 5415 35.56 cm (14 inch) FHD Display Laptop (R5-5500U / 8GB / 512GB SSD / Integrated Graphics / Win10 + MSO / Backlit KB + FPR / Titan Grey Color) D552192WIN9S,"58,000",4.1 out of 5 stars,"Saturday, February 19","₹58,000₹58,000 ₹65,999₹65,999  Save ₹7,999 (12%)"
"ASUS VivoBook 15 (2020) Intel Core i3-1005G1 10th Gen 15.6 inches FHD Thin and Light Business Laptop (8GB/512GB SSD + 32GB Optane Memory/Office 2019/Windows 10/Silver/1.8 Kg), X515JA-EJ362TS","42,490",4.2 out of 5 stars,"Tomorrow, February 15","₹42,490₹42,490 ₹50,990₹50,990  Save ₹8,500 (17%)"
"Acer Aspire 5 A514-54 Thin and Light Laptop | 14"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |1TB HDD | WiFi 6| Win 11 Home | HD Webcam | Pure Silver | 1.45kg","46,990",4.1 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹66,999₹66,999  Save ₹20,009 (30%)"
"HP 15 Ryzen 3 3250U- 8GB RAM/256GB SSD Thin & Light 15.6 inch(39.6cm) FHD Laptop/Windows 11 Ready /Radeon Graphics/MS Office/1.69 kg), 15s-gy0501AU","39,490",4.2 out of 5 stars,"Tomorrow, February 15","₹39,490₹39,490 ₹46,055₹46,055  Save ₹6,565 (14%)"
"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 14"" (35.56cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.39Kg), 82FE00T9IN","58,490",4.3 out of 5 stars,"Tomorrow, February 15","₹58,490₹58,490 ₹88,090₹88,090  Save ₹29,600 (34%)"
"HP 14 AMD Ryzen 5 3500U 14 inches FHD Thin & Light Laptop(8GB RAM/256GB SSD + 1TB HD/Windows 10 Home/MS Office/Natural Silver/1.47 Kg), 14s-dk0501AU",,4.3 out of 5 stars,,
"HP Pavilion Gaming AMD Ryzen 5 5600H 39.6 cm(15.6-inch) FHD Gaming Laptop (8GB/512GB SSD/Win 11/NVIDIA RTX 3050 Graphics/MS Office/ Shadow Black & Ultra Violet/1.98 Kg), 15-ec2145AX","72,990",5.0 out of 5 stars,"Tomorrow, February 15","₹72,990₹72,990 ₹81,869₹81,869  Save ₹8,879 (11%)"
"(Renewed) Dell Latitude Intel 5th Gen Core i5 12-Inch (30.48 cms) 1366x768 Laptop (8 GB/120 GB SSD/Windows 7/Intel Integrated Graphics/Black/2 kg), E5250-i5-8 GB SSD-120 GB SSD","24,990",3.7 out of 5 stars,"Wednesday, February 16","₹24,990₹24,990 ₹1,19,000₹1,19,000  Save ₹94,010 (79%)"
"ASUS TUF Dash F15 (2021), 15.6"" (39.62 cms) FHD 144Hz, Intel Core i5-11300H 11th Gen, 6GB RTX 3060 Graphics, Gaming Laptop (16GB/512GB SSD/Office 2019/Windows 11/Gray/2 Kg), FX516PMZ-HN183WS","84,990",3.6 out of 5 stars,"Tomorrow, February 15","₹84,990₹84,990 ₹1,29,990₹1,29,990  Save ₹45,000 (35%)"
"ASUS TUF Gaming F15 (2021) 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-11800H 11th Gen, RTX 3050 4GB Graphics, Gaming Laptop (8GB/1TB SSD/Windows 10/Gray/2.3 Kg), FX566HCB-HN231T, Eclipse Gray","85,990",2.7 out of 5 stars,"Tomorrow, February 15","₹85,990₹85,990 ₹1,29,990₹1,29,990  Save ₹44,000 (34%)"
"(Renewed) Hp ProBook 6th Gen Core i5 Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) FHD Screen, Windows 11 (Upgraded), MS Office, Black, Slim","34,499",3.4 out of 5 stars,"Saturday, February 19","₹34,499₹34,499 ₹64,999₹64,999  Save ₹30,500 (46%)"
"LG Gram 17-inches Ultra-Light Intel Evo 11th Gen Core i5,8 GB RAM, 512 GB SSD, New Win-11 Preload, Iris Xe Graphics, USC -C x 2 (with Power), 1.35 kg, 3 Yr Warranty (17Z90P-G.AJ65A2, Black)","83,999",4.6 out of 5 stars,"Tomorrow, February 15","₹83,999₹83,999 ₹1,30,000₹1,30,000  Save ₹46,001 (35%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
HP Pavilion 14 AMD Ryzen 5 14 inches FHD IPS Micro-Edge Anti-Glare Display Laptop (8GB/512GB SSD/Backlit KB/Alexa/B&O Audio/Fast Charge/720p Camera/Windows 11 ready/3D Metal Design/1.41kg/14-ec0035AU),"56,750",4.1 out of 5 stars,"Saturday, February 19","₹56,750₹56,750 ₹63,999₹63,999  Save ₹7,249 (11%)"
"HP Chromebook 14 Intel Celeron N4020-4GB SDRAM/64GB eMMC + 256GB Expandable Storage 14inch(35.6 cm) Thin & Light Touchscreen Laptop (Chrome OS/B&O/Google Assistant/BL Keyboard/1.46 kg),14a-na0002TU","27,390",3.8 out of 5 stars,"Tomorrow, February 15","₹27,390₹27,390 ₹29,741.50₹29,741.50  Save ₹2,351.50 (8%)"
"Acer Aspire Vero AV15-51-5155 Green Laptop | 15.6"" FHD IPS Display | 11th Gen Intel Core i5-1155G7 | 8GB DDR4 | 512GB SSD | Wi-Fi 6 | PCR Materials | Windows 11 Home | Fingerprint Reader | MS Office","57,990",5.0 out of 5 stars,"Friday, February 18","₹57,990₹57,990 ₹79,999₹79,999  Save ₹22,009 (28%)"
"Dell 15 (2021) i3-1115G4, Win 10 + MS Office, 39.62cm FHD Display 8GB DDR4, 1TB HDD, Integrated Graphics, Platinum Silver, D560568WIN9S, Inspiron 3511","41,799",1.0 out of 5 stars,"Tomorrow, February 15","₹41,799₹41,799 ₹49,650₹49,650  Save ₹7,851 (16%)"
"Acer Travelmate Business Laptop Intel Celeron N4020 Dual-core Processor ( 4GB DDR4/ 128GB SSD/ Windows 10 Home/Spill Resistant Keyboard) TMB311-31 with 29.4 cm (11.6 Inches) HD Display, Black",,4.2 out of 5 stars,,
"Lenovo V15 AMD 15.6-inch FHD Thin and Light Laptop (AMD Athlon Silver 3050 U/ 4GB RAM/ 1TB HDD/ DOS /Integrated AMD Radeon Graphics/ Iron Grey/ 1.85 kg), 82C700HXIH","31,000",4.0 out of 5 stars,"Saturday, February 19","₹31,000₹31,000 ₹35,900₹35,900  Save ₹4,900 (14%)"
"(Renewed) Dell Latitude Intel 4th Gen Core i5 14-Inch (35.56 cms) 1366x768 Laptop (8 GB/512 GB/Windows 10/Intel Integrated Graphics/Silver/2.40 Kg), E6440-i5-8 GB-512 GB","29,990",4.3 out of 5 stars,"Wednesday, February 16","₹29,990₹29,990 ₹89,000₹89,000  Save ₹59,010 (66%)"
"(Renewed) LifeDigital Zed Air CX5 Laptop 5th Gen Intel Core i5 (15.6 inches/Windows 10 Home/4GB/ 256GB SSD), 1.8kg","24,890",1.8 out of 5 stars,"Tomorrow, February 15","₹24,890₹24,890 ₹43,999₹43,999  Save ₹19,109 (43%)"
"AVITA Essential Refresh NE14A2INC44A-CR Intel Celeron-N4020 14 inches Laptop, 4GB/256GB SSD/Windows 10 Home/FHD/Integrated Graphics, Concrete Grey, 1.37kg","27,499",3.8 out of 5 stars,"Sunday, February 20","₹27,499₹27,499 ₹28,990₹28,990  Save ₹1,491 (5%)"
"Dell Inspiron 5418 Intel i5-11300H 14 inches FHD Display Laptop ( 16GB / 512GB SSD / Integrated Graphics / Windows 10 + MSO / Backlit KB + FPR / Silver Color) D560481WIN9S, 1.43kg","68,099",4.5 out of 5 stars,"Sunday, February 20","₹68,099₹68,099 ₹89,849₹89,849  Save ₹21,750 (24%)"
"(Renewed) Hp ProBook 6th Gen Core i5 Laptop, 16 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) FHD Screen, Windows 11 (Upgraded), MS Office, Black, Slim","31,999",3.0 out of 5 stars,"Saturday, February 19","₹31,999₹31,999 ₹59,999₹59,999  Save ₹28,000 (46%)"
"Acer Aspire 5 A514-54 Thin and Light Laptop | 14"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |1TB HDD | WiFi 6| Win 11 Home | HD Webcam | Pure Silver | 1.45kg","46,990",4.1 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹66,999₹66,999  Save ₹20,009 (30%)"
"HP 15 Ryzen 3 3250U- 8GB RAM/256GB SSD Thin & Light 15.6 inch(39.6cm) FHD Laptop/Windows 11 Ready /Radeon Graphics/MS Office/1.69 kg), 15s-gy0501AU","39,490",4.2 out of 5 stars,"Tomorrow, February 15","₹39,490₹39,490 ₹46,055₹46,055  Save ₹6,565 (14%)"
Dell Vostro 5415 35.56 cm (14 inch) FHD Display Laptop (R5-5500U / 8GB / 512GB SSD / Integrated Graphics / Win10 + MSO / Backlit KB + FPR / Titan Grey Color) D552192WIN9S,"58,000",4.1 out of 5 stars,"Saturday, February 19","₹58,000₹58,000 ₹65,999₹65,999  Save ₹7,999 (12%)"
"(Renewed) HP EliteBook 6th Gen Core i5 Laptop, 16 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) FHD Screen, Windows 11 (Upgraded), MS Office, Fingerprint sensor, Silver , Ultra Slim","33,999",,"Saturday, February 19","₹33,999₹33,999 ₹65,999₹65,999  Save ₹32,000 (48%)"
"ASUS ROG Zephyrus G14 (2021) 14-inch (35.56 cms) FHD 144Hz, AMD Ryzen 7 5800HS, GTX 1650 4GB Graphics, Gaming Laptop (8GB/1TB SSD/Office 2019/Windows 10/Gray/1.6 Kg), GA401QH-HZ076TS","79,990",4.3 out of 5 stars,"Tomorrow, February 15","₹79,990₹79,990 ₹1,35,990₹1,35,990  Save ₹56,000 (41%)"
"(Renewed) Dell LATITUDE 6th Gen Core i5 Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) FHD Screen, Windows 11 (Upgraded), MS Office, Black, Slim","34,999",2.4 out of 5 stars,"Saturday, February 19","₹34,999₹34,999 ₹89,999₹89,999  Save ₹55,000 (61%)"
"Lenovo IdeaPad Slim 5 11th Gen Intel i5 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Win10/MS/300Nits/Backlit Keyboard/Fingerprint Read/1.66Kg), 82FG013WIN + 15.6"" Briefcase","65,869",4.3 out of 5 stars,,"₹65,869₹65,869 ₹1,02,983₹1,02,983  Save ₹37,114 (36%)"
"Dell Inspiron 3502 15.6 inches HD Display Laptop (Intel Pentium Silver N5030 / 4GB / 256GB SSD / Integrated Graphics / Windows 10 + MSO / Accent Black) D560427WIN9BE, 1.7kg","35,990",4.2 out of 5 stars,"Tomorrow, February 15","₹35,990₹35,990 ₹44,215₹44,215  Save ₹8,225 (19%)"
(Renewed) HP 15s 11th Gen Intel Core i3 15.6 inches(39.6 cm) Laptop ( 8GB RAM/512GB SSD/ Windows 11/ MS Office/ Natural Silver/ 1.75kg) - 15s-du3564TU,"40,221",,"Saturday, February 19","₹40,221₹40,221 ₹45,950₹45,950  Save ₹5,729 (12%)"
"ASUS TUF Gaming F15 Laptop 15.6"" FHD 144Hz Intel Core i7 10th Gen, GeForce GTX 1650Ti 4GB Graphics (8GB RAM/512GB NVMe SSD/Windows 10/Fortress Gray/2.30 Kg), FX566LI-HN028T + Xbox Game Pass for PC","83,990",4.5 out of 5 stars,"Tomorrow, February 15","₹83,990₹83,990 ₹1,10,990₹1,10,990  Save ₹27,000 (24%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
HP Pavilion 14 AMD Ryzen 5 14 inches FHD IPS Micro-Edge Anti-Glare Display Laptop (8GB/512GB SSD/Backlit KB/Alexa/B&O Audio/Fast Charge/720p Camera/Windows 11 ready/3D Metal Design/1.41kg/14-ec0035AU),"56,750",4.1 out of 5 stars,"Saturday, February 19","₹56,750₹56,750 ₹63,999₹63,999  Save ₹7,249 (11%)"
"Acer Aspire Vero AV15-51-5155 Green Laptop | 15.6"" FHD IPS Display | 11th Gen Intel Core i5-1155G7 | 8GB DDR4 | 512GB SSD | Wi-Fi 6 | PCR Materials | Windows 11 Home | Fingerprint Reader | MS Office","57,990",5.0 out of 5 stars,"Friday, February 18","₹57,990₹57,990 ₹79,999₹79,999  Save ₹22,009 (28%)"
HP Pavilion 14 AMD Ryzen 5 14 inches FHD IPS Micro-Edge Anti-Glare Display Laptop (8GB/512GB SSD/Backlit KB/Alexa/B&O Audio/Fast Charge/720p Camera/Windows 11 ready/3D Metal Design/1.41kg/14-ec0035AU),"56,750",4.1 out of 5 stars,"Saturday, February 19","₹56,750₹56,750 ₹63,999₹63,999  Save ₹7,249 (11%)"
"(Renewed) Lenovo Ideapad S340 Intel Core i5 10th Generation 14 inch FHD Thin and Light Laptop (8GB/1TB HDD + 256 GB SSD/Windows 10/MS Office/Platinum Grey/1.55Kg), 81VV008TIN","46,990",3.3 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹74,790₹74,790  Save ₹27,800 (37%)"
"(Renewed) Dell Intel Core i5-4th Gen 14 Inch(35.56 cms) 1366x768 HD Laptop (16GB RAM/128GB SSD & 2TB HDD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics 4600/2.1Kg,Silver) Latitude E6440","54,999",,"Wednesday, February 16","₹54,999₹54,999 ₹1,20,000₹1,20,000  Save ₹65,001 (54%)"
"Dell G3 3500 Gaming 15.6-inch (39.62 cms) Laptop (10th Gen Core i5-10300H/8GB/1TB + 256GB SSD/Win 10/4GB NVIDIA1650 Ti Graphics), Eclipse Black+Dell Pro Slim Backpack 15 - PO1520PS","79,507",,,"₹79,507₹79,507 ₹90,087₹90,087  Save ₹10,580 (11%)"
"Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i5 15.6 inches FHD Thin and Light Business Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/Arctic Grey/1.65Kg), 82H801CWIN","58,100",4.0 out of 5 stars,"Saturday, February 19","₹58,100₹58,100 ₹79,000₹79,000  Save ₹20,900 (26%)"
"(Renewed) Dell Latitude Intel 2nd Gen Core i5 14-Inch (35.56 cms) 1366x768 Laptop (4 GB/240 GB/Windows 7/Intel Integrated Graphics/Greyish Silver/2.40 Kg), E6420-i5-4 GB-240 GB","22,190",1.0 out of 5 stars,"Wednesday, February 16","₹22,190₹22,190 ₹59,990₹59,990  Save ₹37,800 (63%)"
"ASUS TUF Dash F15 (2021) 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-11370H 11th Gen, RTX 3050 4GB Graphics, Gaming Laptop (16GB/512GB SSD/Windows 10/Gray/2 Kg), FX516PCZ-HN091T","94,990",4.3 out of 5 stars,"Tomorrow, February 15","₹94,990₹94,990 ₹1,11,990₹1,11,990  Save ₹17,000 (15%)"
"ASUS TUF Dash F15 (2021), 15.6"" (39.62 cms) FHD 144Hz, Intel Core i5-11300H 11th Gen, RTX 3050 Ti 4GB Graphics, Gaming Laptop (8GB/512GB SSD/Office 2019/Windows 10/Eclipse Gray/2 kg), FX516PE-HN090TS","75,990",3.8 out of 5 stars,"Tomorrow, February 15","₹75,990₹75,990 ₹1,13,990₹1,13,990  Save ₹38,000 (33%)"
"ASUS VivoBook Pro 14 OLED (2021), 14"" (35.56 cms) 2.8K OLED 90Hz, AMD Ryzen 7-5800H, 4GB RTX 3050 Graphics, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Blue/1.45 Kg), M3401QC-KM045WS","94,990",,"Tomorrow, February 15","₹94,990₹94,990 ₹1,23,990₹1,23,990  Save ₹29,000 (23%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
"Acer Swift 3 SF314-511 Intel EVO Thin and Light Laptop | 14"" Full HD IPS | Intel Core i5-1135G7 Processor |8G| 512GB SSD| WiFi 6| Backlit Keyboard | Fingerprint Reader | Windows 11 | MS Office 2021","60,990",4.8 out of 5 stars,"Tomorrow, February 15","₹60,990₹60,990 ₹89,999₹89,999  Save ₹29,009 (32%)"
"(Renewed) MI Mi Notebook Horizon Edition 14 Intel 10th Gen Core i7 14-Inch (35.56 cms) 1920x1080 Thin and Light Laptop (8 GB/512 GB SSD/Windows 10 Home/NVIDIA GeForce MX350/Grey/1.35 Kg), XMA1904-AF","51,999",3.3 out of 5 stars,"Tomorrow, February 15","₹51,999₹51,999 ₹59,990₹59,990  Save ₹7,991 (13%)"
(Renewed) HP 840g2 EliteBook Laptop ( Intel Core i5 - 5300u /4 GB/2000 GB HDD/Windows 10 Pro/Black /14 Inch Screen),"38,999",,"Wednesday, February 16","₹38,999₹38,999 ₹89,990₹89,990  Save ₹50,991 (56%)"
"LG Gram 14 Intel Evo 11th Gen Core i5 14 inches Ultra-Light Laptop (8GB RAM, 512 GB SSD, Windows 10 Home, Iris Xe Graphics, Thunderbolt 4, USC -C x 2 (with Power), 0.999kg, 14Z90P, Black)","85,799",4.6 out of 5 stars,"Tomorrow, February 15","₹85,799₹85,799 ₹1,11,000₹1,11,000  Save ₹25,201 (23%)"
"ASUS VivoBook 14 (2020), Intel Core i3-1005G1 10th Gen, 14 inches FHD, Business Laptop (4GB/256GB SSD/Office 2019/Windows 10 Home/Integrated UHD Graphics/Silver/1.6 Kg), X415JA-EB312TS","36,990",4.2 out of 5 stars,,"₹36,990₹36,990 ₹45,990₹45,990  Save ₹9,000 (20%)"
"Lenovo IdeaPad Slim 5 Pro 11th Gen Intel i5 14"" (35.56cm) QHD IPS Thin & Light Laptop(16GB/512GB SSD/2GB Nvidia MX450/Win10/Office/Backlit/300Nits/Storm Grey/1.41Kg), 82L3009MIN + 15.6"" Briefcase","73,678",,,"₹73,678₹73,678 ₹1,14,883₹1,14,883  Save ₹41,205 (35%)"
ASUS VivoBook14 Intel Core i3-1115G4(4GB RAM/256GB Nvme SSD/Win.11/Office H&S 2019/1 Yr. McAfee/UHD Graphics/14.1-inch FHD IPS/FP Reader/1.6 kg/Silver/1 Yr. Warranty) X415EA-EK302WS,"36,275",5.0 out of 5 stars,"Monday, February 21","₹36,275₹36,275 ₹49,990₹49,990  Save ₹13,715 (27%)"
"Lenovo Ideapad 3 AMD Ryzen 5 5500U 14"" FHD Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit Keyboard/Fingerprint Reader/2Yr Warranty/Arctic Grey/1.41Kg), 82KT00MSIN","53,490",3.9 out of 5 stars,"Wednesday, February 16","₹53,490₹53,490 ₹75,490₹75,490  Save ₹22,000 (29%)"
"Dell 14 (2021) i3-1115G4, 4GB, 1TB + 256GB SSD, Win 11 + MS Office'21, Integrated Graphics, 14"" (35.56 cms) FHD Display, Dune Color (Vostro 3401, D552218WIN9DE)","44,190",,"Tomorrow, February 15","₹44,190₹44,190 ₹57,863₹57,863  Save ₹13,673 (24%)"
"Acer Aspire 5 A514-54 Thin and Light Laptop | 14"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |1TB HDD | WiFi 6| Win 11 Home | HD Webcam | Pure Silver | 1.45kg","46,990",4.1 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹66,999₹66,999  Save ₹20,009 (30%)"
"HP 15 Ryzen 3 3250U- 8GB RAM/256GB SSD Thin & Light 15.6 inch(39.6cm) FHD Laptop/Windows 11 Ready /Radeon Graphics/MS Office/1.69 kg), 15s-gy0501AU","39,490",4.2 out of 5 stars,"Tomorrow, February 15","₹39,490₹39,490 ₹46,055₹46,055  Save ₹6,565 (14%)"
"Acer Swift 3 SF314-511 Intel EVO Thin and Light Laptop | 14"" Full HD IPS | Intel Core i5-1135G7 Processor |8G| 512GB SSD| WiFi 6| Backlit Keyboard | Fingerprint Reader | Windows 11 | MS Office 2021","60,990",4.8 out of 5 stars,"Tomorrow, February 15","₹60,990₹60,990 ₹89,999₹89,999  Save ₹29,009 (32%)"
